Output Freq,Input Freq,Offset,Uplink Tone,Downlink Tone,"Location",County,Lat,Long,Call,Use,Op Status,Mode,Digital Access,EchoLink,IRLP,AllStar,Coverage,Status,Last Update
927.03750,927.03750,x,100.0,,"Edgewood",Santa Fe,35.06143580,-106.19141410,KF5RRW,OPEN,On-Air,Analog/analog,,,,518640,,On-Air,2025-01-03
927.30000,902.30000,-,141.3,,"Albuquerque - Sandia Crest",Bernalillo,35.21674700,-106.45250700,WR7HLN,OPEN,On-Air,DMR,,,,,Wide area,On-Air,2024-08-02
927.33750,902.33750,-,131.8,,"Albuquerque - Sandia Crest",Bernalillo,35.21612800,-106.45121700,WD9CMS,OPEN,On-Air,P25/analog,293,,,,Wide area,On-Air,2022-08-02
927.35000,902.35000,-,,,"Grants - La Mosca Peak",Cibola,35.25256200,-107.59659300,WR7HLN,OPEN,On-Air,DMR,1,,,,,On-Air,2023-09-05
927.53750,902.53750,-,131.8,,"Bloomfield - Huerfano Mesa",San Juan,36.42230000,-107.84550000,N5UBJ,OPEN,Unknown,P25,293,,,,,Unknown,2021-02-10
927.55000,902.55000,-,,,"Albuquerque - West Mesa",Bernalillo,35.06761400,-106.78076300,WR7HLN,OPEN,Testing,DMR,1,,,,,Testing,2023-09-05
927.65000,902.65000,-,151.4,,"Albuquerque",Bernalillo,35.06679916,-106.51599884,KC5ZXW,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-12-13
927.87500,902.02500,-,,,"Raton - Raton Pass",Colfax,36.99253400,-104.47391400,WA6IFI,OPEN,Unknown,P25,293,,,,,Unknown,2021-07-22
927.88750,902.88750,-,131.8,,"Farmington - College Hill",San Juan,36.76200000,-108.18200000,N5UBJ,OPEN,Unknown,P25/analog,293,,,,,Unknown,2021-06-04
927.90000,902.90000,-,131.8,,"Los Alamos",Los Alamos,35.88000107,-106.30300140,WD9CMS,OPEN,On-Air,P25/analog,293,,,,,On-Air,2023-11-09
1283.96250,1271.96250,-,,,"Albuquerque - Sandia Crest",Bernalillo,35.21500000,-106.45000000,W5MPZ,OPEN,On-Air,DStar,,,,,,On-Air,2023-02-19
1291.10000,1271.10000,-,,,"Aztec",San Juan,36.78229904,-107.98799896,KF5VBE,CLOSED,On-Air,DStar,,,,,,On-Air,2022-11-03
1291.70000,1271.70000,-,,,"Farmington - Farmington Bluffs",San Juan,36.70830154,-108.22599792,KF5VBF,CLOSED,On-Air,DStar,,,,,,On-Air,2022-12-16
1293.90000,1273.90000,-,127.3,,"Organ",Dona Ana,32.42559814,-106.59600067,KC5SJQ,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-12-16
1299.90000,1299.90000,x,,,"Albuquerque - Sandia Crest",Bernalillo,35.21496900,-106.45035700,W5MPZ,OPEN,On-Air,DStar,,,,,,On-Air,2025-01-02
